qid,Label,Questions
03fdfe1e5405bd644ba4,1,"As George Washington was a slave owner and his name is a symbol of black suppression, is the United States going to rename its capital city or is it going to continue to glorify a slave owner?"
03ffd6cfe5e590883de2,4,"If you lost your Christian faith and beliefs, would you immediately, or eventually, embark on a crime and/or immorality spree?"
03ffd9f3a534a2329dec,2,Is a 6.3 erect dick for a 13-year-old too big?
040183670ffb8b797d45,1,Why do boys treat fat girls badly?
04067318daefa5afe3b7,2,Do big truck drivers have small penises?
0406e22cfe560c3d9ad1,3,Are there peaceful republicans? It seems like even the religious rights want to wage war on the government.
04090af194646a566ad2,3,"Why do most folks on the left have this ""holier than thou"" attitude? Does the right have this as well?"
04092605e2936c08d902,1,Should Iranian Azerbaijan and Kurdistan create a joint military and attack the occupying Iranian terrorists?
040942a7bf24f955e970,1,How likely is it that a gay man will have long hair?
040a8ec62146cf10a5ad,1,"Howcome people are so stupid that they follow person like Guru Ram Rahim, or for that matter any kind of such people?"
040bbc0a129381796e1b,1,Do Turks in general realize that they don't have the right to force Kurdish people to become Turkish?
040c05a025218d1d4f1b,1,Why are girls selfish in college?
040c06d10b089ad73d22,1,Do men make better leaders than women in politics?
040cadd1c042e077dfc3,3,"Why are theists so threatened by atheism that they call their very existence an attack on theism? I’m referring to the fact that I constantly see quoran questions asking why atheists are attacking, yet I’ve seen no such attacks by said atheists."
040dadb3849ece875fe9,1,Why do Democrats think Obama didn't trade cash for hostages?
040db1f3cd9fd8425a3b,1,"Have you heard that God used minister David Hogan to raise more then 200 people from the death in Jesus name, what more evidence you need to start believing in God existance?"
040db209acef07cc692a,1,What is the main reason for a high illiteracy rate in the Muslim population?
040e7097c85677cd0407,1,Why do Iranians sabotage my questions about Iran's nuclear program?
040f84c4dbce38fc7af0,1,Why do Sunni Muslims and Shia Muslims hate each other?
04108b0bedf12b2f62a9,1,"Every Hindu tells you that ""Hinduism is not a religion. It is a way of life"", but then they blame those Hindus who are choosing a religion like Christianity or Islam. Isn't that a hypocrisy on the Hindu's part?"
041159cdd9f4e3745771,3,"Are Spaniards basically white Latin Americans since they fit in more with Latin America, rather then Europe?"
0412f0fff7db9f6d8234,1,"Clearly, technically, Trump is not a moron, but could he be described as a case of arrested development?"
0413ec98d167081656af,1,Would Public Enemy's Chuck D or Kendrick Lamar be a better U.S. President than Barack Obama?
04144990d690c7ea213f,1,Why does the left wing in Britain continue to seek to defy the democratic will of the people with regard to leaving the EU?
04151977259589f4e309,1,"Could a ""Trump Wall"" in Sweden be necessary to keep terrorists from entering the country through Denmark?"
041670d081be39f8d8bc,1,What's with Trey Gowdy's soulless shark eyes?
04180cade5baaef06dd9,1,Are Alabama people part of the nitrogen cycle?
0418557e87e00f61afb1,1,Why don't all black people move back to Africa and all white people to Europe?
041937fa9eca6d09ce76,2,"If you get your mother pregnant, what would you call the baby? Your child, or your sibling?"
04197a773e1ba47740d1,1,Is kindness the excuse social justice warriors use when they want to control what other people say?
0419c88ef71f0859b68c,4,"I am heterosexual, how might I experience all the joys of a relationship with a woman, without ever going near a woman or communicating with a woman at all?"
041aa6eacc0f245200a7,1,What is the average IQ of Christians?
041ab2d323d554a8bbf9,2,What do I do to be more confident about showing my bare chest?
041cac53df68d3872c7a,1,Why are westerners obsessed with gay?
041f956972a870d8ea9e,1,How do Indians make India dirty?
0420aaaeb6a814eb34dd,1,"To any cops. Why do you all seem to love the word ""relax"" so much? Are you told in training to use that word in particular? It drives me crazy! Also, why tell an arrested person to ""sit tight…ok. We'll be right with you."" Um, there in cuffs dummy!"
042128841581377090d8,5,Would a guy be able to kill a girl if she left him or ignored him?
0423435202329535c5bb,4,What is the purpose of hiding the fact that the Earth is flat?
0423f4ef3ff169aea3d2,1,Why most of Bhapa Sikhs are against Dasam Granth?
0426610ef3ac21aadd86,1,How do Germans feel about their crimes against the Slavs?
0426c2757b9c92bdcf18,3,"Aside from fascism and the genocide carry out against all non-white people in America, what things from America can Americans be most proud of?"
04279470c6586ab7278a,1,Will MS. Clinton and Obama be tried separately?
0428d013711bd3647ac3,1,Why does a woman's fart smell worse than a man’s?
04291ce58e25a9ba5c3e,1,"Why are most of you so bitter, and why do you think people suffering from BPD are at fault for that? Why do you lack empathy towards us but judge us for our symptoms? Do any of you even know what BPD is? Grow thicker skin."
04292c47553af8764dfb,1,Is the claim true that Nelson Mandela was nothing more than a strident terrorist?
042ab06cb43053c4d36a,1,"Does Australian, American and europion consider Indian subcontinent people as inferior?"
042c830828283acf9479,3,"Why is it bad to criticize Jews, women, and black people?"
042e45185251afc3417a,2,Is it okay to have sex with brother with all the safety protection?
042ea879fd4894edce88,1,"How do Democratic legislators rationalize saying they aren't trying to ban guns, when it is plain that that is their ultimate goal?"
042ec69e74601e153813,1,Do you think US politicians will start thinking about US citizens and stop worrying about themselves?
042f609a756ab486b130,1,Why do Indians hate Bengalis?
042fc53b4646c26b81e2,1,What are your thoughts on Larry Sinclair testifying of homosexual relations with the then Sen. Obama and his book detailing it along with drugs they did together?
04313f40d602f6582a9d,3,"Do Republicans who voted for Trump realize that when he stated “I could stand in the middle of 5th Avenue and shoot somebody and I wouldn’t lose voters.” he was looking down on them, insulting their intelligence and morals?"
0432b45633efd5b56ba4,5,What is the average IQ of an NRA member?
04340ee0ca6cdfac95e2,2,Why do wives think?they can stop having sex and thier husband will just stay home and put up with it.
0434105d119d219d973a,1,Whydid the European judge the Indian why Indian did not judge them?
0434188cf1ec831db01a,1,Indian Army Canteen has banned Patanjali products so does Indian Army should go to Pakistan for being unpatriotic?
0434420c635a54b31846,3,Does Texas Board Of Education theocrat tyrant Louis Gohmert have a sub-80 IQ?
04345f35e79177fd8db6,3,"Why is it that Maxine Waters lives in an expensive residence, and most of those who she represents live in shabby homes? Shouldn’t she live the way the people who vote for her?"
0434638073b915633658,1,Why do north Indians lack in character and virtue?
0434c406d50c84beccf6,1,"Now that the Taliban have defeated both the Soviets and the U.S.A., Are they considered to be the world's greatest military force by the experts?"
0435c1b4031875e70c58,0,"How I can disable anonymous questions from my questions feed? I don't want to read spam of Russian troll farm, from Lakhta, St. Petersburg."
0436aa33b9bbaeba3917,3,Christians make common cause with Muslims and against the RSS in India. Would they prefer is to live in a India that becomes a Muslim-majority nation like Pakistan?
04378558f65b8681503e,1,"Are the leaders of the Brexit coup all traitors? if so, what should be the punishment for their treason?"
0437fbdb00129d4ebdbb,5,Why women would want to get abortion? I want to make my friend change her mind.
043ce12d5844be22d891,3,Do the French think that Greeks are gay because of homosexuality in Ancient Greece?
043d081170cc02bb2ea6,5,It is not the 21st century! Why do people keep saying so?
043ec4366b26883a90c2,1,"Now (Trump or Rocket Man), who has the biggest head in the world?"
043fe8450b400694e80d,1,Why don't countries like Sweden pay down the US national debt since we pay to protect them?
0440bc3e07c6ebe88840,1,How do Iranian people feel about gays and lesbians? Do they think both groups should forever disappear and be hidden from the world?
0440ed635b6403d81c22,1,Why do atheists ignore all the evidence which doesn't support their beliefs?
044236fc2df57b20f90d,1,Is it good to be a brainwashed sycophant/punk that doesn't even try to think for themselves?
04427944c1969a996d59,1,Why does Donald trump hate Mexicans so much to the point of building a wall?
0442e7813affbf32ae73,4,"If 1+1 = 3, then why do gay cows have red thoughts while dreaming?"
0443c06edebbb7a1e051,2,Is it necessary that I should fuck my mom?
04461bab1f06cdf46b1f,1,"If you think about it, did Hitler do anything wrong, or was he just trying to keep the race nice and strong?"
0446741b9bedac62b02d,1,Don't the tolerant Muslims of India feel ashamed of their fellow brother Muslims traitors being hypocritic and supporting our enemy countries?
04488a34d8be5c121eb9,1,Why are Indian people so afraid of hard work?
04492533cb56aea43a71,1,Why do so many Americans feel such a strong genocidal hatred toward illegal immigrants?
044951cc7b2c49346b51,1,"How is it that the average American knows nothing about the rest of the world, or the history of the world?"
0449aab081a34290f5c0,1,Why does the healthcare system in Canada have such a long wait?
044a32d16848bcd3dd3e,1,Why do many Christians say that Hindus pray to Satan?
044ce950aea6ef752cbc,1,Why do black people have weird hair types?
044da6ec97699c028e7b,4,Which good ingredients include in hair Eternity?
044f14bb97e66a906eb7,1,Why are Sri Lankan Tamils darker than Indian Tamils?
044f68066d80722b1154,1,Why are white women so difficult to deal with in general?
044fa7ce29b3c60d818d,1,Why do women assume that all involuntarily celibate men feel entitled to sex?
04500158d9b8260d96b5,1,Why do Muslims join US military when they kill innocent Muslims and are at war with Islam?
04508c844451c18d129f,1,Why can't gay people accept bisexuals?
045339894af07a08cfed,1,Are we unlucky that a person like Modi hasn't written our constitution in place of Ambedkar?
045346709def34ae2b80,1,Why are there so many Western sub-human logic that Russia supporting legitimate Syria government is not legal & Western's supporting anti-Syria government terrorists are legal?
0455194f8f0cb0274a11,1,Why are male professors more considerate and helping while some female teachers are rude with me?
0455c397dbf75420c6f7,5,Do you pay in change because you are so dirt poor because of a mentally ill shopping problem?
04561be09b0cd76805f9,0,What is it that Indian youth are collectively doing wrong?
045665b532696fc74c72,1,"Why is black pride considered ok, but white pride is racist?"
0456761ba8a0350c62a9,1,Why the average intelligence of blacks are so low?
04579fc35e753d0cb896,3,Why are all the great Muslim scientists like Ibn Sina Sunni and not Shia (many shias make tall claims of them being intellectual and intelligent compared to Sunnis but all the great Muslim scientists are sunni)?
0459b022faf085c8c7cc,1,"How likely in the future that Russia will never become a Western-style dysfunctional and blind date democratic shooting, bombing, and raping democracy?"
0459ee4aa4f5585e6dd4,1,Does the USA have enough rods from God to take out the North Korean conventional artillery aimed at Seoul?
045a9aee382ed1977afd,1,Why do people get offended when others point out how ignorant ebonics sounds?
045ad00babda894b7c90,5,Why is it so complex to chat with girls?
045afaffe78fe6b365b0,5,Does Indians have clothes?
045b1fe297df0bd9c39a,1,"Why do people consider starting business in America when it makes no ethical sense? When they could just start one overseas, highering workers for a fraction of the costs. Without the rules, politics, and regulations."
045b63f71b4c7b6f18a2,1,What are the chances of finding 5 people on Quora which are not total snowflake leftists progressive liberals?
045c5a6c3d3230fb4d59,2,Why am I so obsessed about having fantasies and role-playing with other women about fucking my mother?
045ebfa23c758fe868d8,1,Are Americans who refuse to join the military spineless cowards?
04605d9acfdecee8c23a,3,What is the best way to make republicans mad?
046068b0d11214508d9c,3,Why do feminist think that if they start being cunts people will start respecting them?
04617a508787f8deaee2,1,Do you think it seems like black people are somewhat friendlier and happier than white people in general? Why do you think this is?
0461a6722d19b51e9557,3,Were racist 'watermelon/chicken' jokes ever associated with or aimed at poor southern whites?
0461ebc04ee59d086a8e,2,How do Pashtuns reconcile Islam with pederasty?
0463139618e052c0b791,0,What are some cases of Trump supporters causing violence?
046321de08018b683b6f,1,"Why is Jinping the biggest serial ra-apist & the religious murder leader of the world, after Mao?"
046633b7ce8e34f4dd33,1,"Has Trump ever been nicknamed a ""steely-eyed missile man"", based on the golden details about him in the dossier?"
0467195089b2e058aab8,1,Why do people side with that whore Monica Lewinski?
0468f4fbb0d7a74f06a0,1,"Why are Atheists so adamant that no divinity exists, if they supposedly don't care believe in the concepts of religion anyway? Or are they usually Agnostics parading as atheist to fit into a secular society, seeking spiritual answers?"
04698b16c314ef39d0bc,1,Is Quora a good venue for liberals to come and feel safe from a Trump presidency and share their symptoms of Trump Derangement Syndrome?
046a1634a82ce0e6dea5,1,Which biblical book is immoral?
046c333004c7e7a5d0fc,4,"Is it wrong to push someone on to the train tracks in a subway, if they are in your way?"
046c911fea6f24cbe1bf,1,Should Christians try to live up to the high moral standards put forth by Jesus Christ? Or is a lifetime of sin and debauchery perfectly acceptable because God forgives you whenever you pray in the name of the Savior?
046cb0adb670d9c3f179,2,How can I have sex with my mom? What are the best sex positions?
046dacb2ec86a8f0b8cc,1,Why don't East Asians believe in racial equality? Haven't they suffered enough from White supremacy?
046dfba0fcbb98a879a6,1,Can we thank the millennials for Donald Trump?
046e83b5fcf1c816901e,1,Is it true that gay crimes are worse than rape?
0470841597955f8a7da4,1,Are the pandas symbol of racial harmony among Whites and Blacks?
04719df4ddd616e12b3c,1,When did DNC chairman Tom Perez go crazy?
0472f65a58977d22658c,1,Does any one else laugh when they watch cnn because of the ignorance and lies reported by cnn?
047365a5ab1c90045385,1,"If Hitler was a Catholic, why did he kill himself? Only mentally weak people do it."
04740bee6990bcb05bb3,3,Why is Pakistan treated globally with derision and suspicion? PART II
047427f496c226b06794,1,Is it really true that Islam is the best religion for human?
04744324d2b6b3e8cccb,1,"Why do you think Quora seems to side with the Democrats and the left? Seems every chance they get their bashing president trump,"
0474c2a5098da5795b7f,3,"When would black Americans (second-class status) stop believing in America (USA) which consistently exploits and devastates them economically, politically, socially, etc.?"
047504d7664c887ffb1d,5,What is Corbyn's best strategy to remove himself from under the cloud of anti-semitism?
0475be06b46fed042231,1,"Why do Kannadigas misbehave against Tamils? Two incidents in two days. First Tamil Committee announcement in auto was questioned, secondly MGR posters kept in rememberance were damaged. Why aren’t the state lacking national integrity?"
04779f970873ff5f76e3,0,What are the best investments in the next 5 years?
04781ff49ff5956011fe,1,Isn't tyranny in England similar to tyranny in North Korea? Why do we talk about the evil North Korea while England does the same?
04783b7f3243cf78e67a,1,When did Quora become the bullshit it is now with its irritating policy's and senseless moderators?
04789f7fde0b79315c71,1,Why are only Delhi people against the demonetization?
0479312d866e1d1d1465,1,"Do the Americans have any bitter history with the Palestinians? If they dont, why are they against the Palestinians?"
047976435f1147696f82,3,Muslims tell me that my religious Hindu texts promote caste discrimination and hence my religion is inferior to theirs. What if told them back that their prophet promotes pedophilia? Would that be acceptable?
0479aace49b922e99f55,2,"For those of you who claim that masturbation is healthy, are you lying to the masses?"
047a70fc0dcc0539b968,1,Why is American politics and media so hypocritical?
047aecf76d8a3ad635dc,1,Are senators as dumb in other hearings as they were during the Zuckerberg Facebook hearings?
047b742f744964ae12f8,3,"How do we stop Republicans on Quora? They use social media to propagate or disseminate their message and fake news. Shouldn't Libertarians, 3rd parties and independents do more to ""quiet"" them?"
047c49d412b965659dde,1,"Am I the only one, who think's Nancy Pelosi's recent statement that a bonus of $1,000 to $2,000 are ""crumbs"", far more resembles Marie Antoinette's infamous ""Let them eat cake”statement of disconnect, than Hillary Clinton's “Deplorables” statement?"
047c50cc46f674b5998f,1,Can 42 old bribed white men sign a bill that leaves 22 million out of health care because the trophy hunter financial $ociopath wants tax cuts?
047cb9d928c5cafd0483,3,When will liberals realize that higher taxes includes more corruption?
047e4955c6b9d1d7e801,1,When is the left going to stop acting like spoiled brats and stop breaking windows and burning cars?
047e6265ccea11c78565,4,When will Nibiru hit Earth?
047ea3fa8c2238c80d51,1,"If atheists are so in favor of facts, why do they want separation of church and state when most European countries that never had separation of church and state are now secularized? Someone is lying."
047ef740845ec1986ca2,1,"How long will it take until the world concludes that politics are corrupting the humankind to a dangerous extend, therefore we should be governed by artificial intelligence?"
047f04eea91f8df78ce0,3,Why do I hate most of the people on Quora?
047f8613774c0a146a37,1,"Why do liberals immediately jump to “comprehensive gun control”, when merely, enforcing existing laws would have prevented the incident?"
04816944f20e044b5152,2,I fantasize about my mom is it normal?
0481c598c3fecc9de9b6,1,Was Twitter invented to force atheist writers to draft shorter sentences so people can freaking understand what they are talking about?
04825d7109b75a056ccc,1,What makes Americans think we live in a free society when social media supresses conservative news and promotes libtarded views?
0482dd9245966dd24b0c,2,Why do guys want to crossdress?
0483b20738b621bf742a,2,Is possible to have sex with mom in India?
048415d9f92b1bee1dbe,1,If I killed someone (Murder) then can I join Indian Armed Forces?
04850f591ac48fad2dd2,5,What the fuck I am doing in engineering?
0485119be9cf48e0242e,3,Is the world really as misogynistic as the feminist movement claims it is or are they blowing smoke to cause unrest?
0485635b09ded3d10e5f,2,Why do people think that if a guy wears skinny jeans that he must be gay?
0485c68c75ca7ce02272,5,Can bleach cure autism?
0486195d156f4ed29a85,1,Does David Miscavige believe what the Scientology Church preaches or is he just the ultimate conman?
0486a3a15b27be422cef,1,Why do corrupt cops in Los Angeles and San Diego always shoot black people for no reason?
0486bba98edcf1f9197b,3,"Why don't Malaysians accept people strange to them? I sat besides Malay family to charge my phone and father said ""it's not good"". Indonesians sat besides me when I didn't need it. They come more social and friendly."
0486d95adb8d8d79ec4b,3,Is Bill Nye as much of a jerk as people say?
0486f536ee5f85baff9f,1,"If they are more women, then why is the world controlled by men?"
04876400eec2eed21159,3,Why do people from Africa stare non stop? Do they know its rude?
048781c09d9aa99fb374,1,Why are Indian answers on Quora so horrible and unrealistic in quality?
04898614ee92212c03e9,1,Why woman dont sexually attack a man?
048b2ca22d028af0877d,3,"Is there anything more annoying than people asking could Saitama beat (insert anyone) in a fight? It's a gag manga, you aren't meant to take his power seriously. He beats anything and anyone in One Punch. It's a joke and the name of the series."
048c36ca8cd6ab3cf564,4,Why would the scientific community and academia lie about planet Earth being flat?
048e4320798c11cdc947,1,"Are Indian parents in America ever frustrated when they can't teach their kids the Indian way, realizing that Indian logic does not make sense?"
048ed9df20bf5686267d,1,"Black people have far more disadvantages so I am curious are white people less able to deal with adverse circumstances since they seek therapy in greater numbers than other minority groups, and take their own lives at disproportionate rates?"
04902e91065f7d4a8677,1,Dieudonne is a wildly popular Moroccan-French comedian whose material is shockingly anti-Semitic such as mocking concentration camp victims. His diatribe is feeding a growing wave of hatred and violence against Jews in Europe not seen since WWII Should he be free to foment race hatred?
0490c002f4e21f467d11,2,Do you think that biological fathers fantasies about their daughters often as they get older?
049180f8e1db4f6015cd,4,I am god will you worship me or its hell for you?
04918762eb63a175ef8b,3,Why don't we kick all Muslims out of India as they are nothing more than rootless weeds and pests to our country?
04930749face22c9d6e2,3,Why do most US citizens consider Russia and the Russian people as villains?
049406b06eb5dbbf6064,2,I have almost uncontrollable urges to harm and kill my sisters new puppy. How can I stop these feelings?
04946809737058f6eb34,1,Were The crooks I mean cops ever reprimanded for stealing the man's money? Just goes to show what a pack of dicks.
0494c4320b46e51bc3ad,1,Why do Indians avoid taking risk?
0494d70c9c01d7d0c340,1,"If I am going to hell anyway, why not sin as much as I want?"
0494e4bbe8cf407d4f37,0,What are cheap medical items in Canada?
04954bd96383974282ac,1,"Since employers will not hire ex-cons, should they tell them ""get your sorry ass back to lockup""?"
049573cfe76de95c2fec,1,What do you think of Kurdish heroes putting olive branches on Turkish terrorists who have been killed in Turkish terrorist attacks on Syria?
0495f4a270e8db006d6d,3,Does Ann Coulter have a male chromosome in her genome?
049646cdb20810b6970c,2,Cannabis: an Exit Drug and Gateway to Rehab?
04967e773166ef1853ac,1,Why are conservatives so mean?
04973b7cf255910dbae9,4,"Could global warming be stopped, or considerably slowed, if women decreased their spending on clothes, shoes and fragrances to the same level as men?"
0497c9d950c1a413aa19,4,Can a person with an oddly shaped head just like Zach Thomas from the Miami Dolphins love eating chicken Kiev?
0497cc6db852c073a572,1,Which U.S. President has banged the most porn stars?
04981f58cdf5ca56f870,1,Why are most Russians still fairly intolerant towards LGBTs but most people in Western countries have become very liberal and accepting towards them?
04988d00a69dcbdec945,1,Why are Hindus generally weaker physically than others?
04996d09ce7d72287ad1,1,"Why do so many writers, ask questions that have no answer or making no sense?"
0499bb32cd555dcbdb57,1,"Why are gun right proponents constantly called on to justify arming teachers, but no one is called on to justify gun-free zones?"
049a26074806bf497680,1,Why do Indians answer questions about Pakistan all the time? Is unemployment that bad in India?
049a74e2edb24c98b166,1,"Is there a limit to how sacred, sacrosanct and important women should be considered and treated as? Or is there no limit and so it would be perfectly okay if tomorrow it is expected that women should be put on a pedestal, honored and venerated?"
049acc0d51764b582a2e,1,Why is Narendra Modi in politics? Don't you think he should live the rest of his life as a sanyasi?
049b268c951996b4d26d,1,How are Pakistanis able to so confidently and convincingly show their contempt for India?
049d18fd87975f1aa8ba,1,"Are people of India so dumb that instead of supporting honest politician Arvind Kejriwal, they are supporting corrupt Modi?"
049e51c9e2d1bb617fdf,1,How crazy are religious people?
049e7fab15389b834064,5,What are some ways I can help melt the polar ice caps?
04a047f3fd8d337b8272,5,Isn’t it time for the 2nd Amendment to be repealed? Isn’t now just a murderer’s charter?
04a0b20417189939b7a6,1,Why does George Takei have to be gay and Asian? Isn't one more than enough?
04a12cd3b11a039798bc,1,Should we ban Christianity so it doesn't offend Muslims or create a potential terrorist attack? (Muslims have nothing to do with terrorism)
04a1d6beb37bf7da52dc,1,Corporate media is a terrified parasite. Donald Trump is already the best POTUS in decades and our best friend and hope. Seriously. Never-Trumpers: Why you don't See this?
04a1e31cd41d7ca0090e,1,Why are liberals ok with discrimination against ugly people but not discrimination against sexy black people?
04a28c243f070019ea27,1,Why are San Jose State University students so arrogant although SJSU is not even in top 300 colleges in US and has almost negligible admission bar?
04a2ba2e056d81067a92,3,"In majority Muslim countries, why are Muslims allowed to seek converts, but Christians are not allowed to do the same?"
04a37f4ff994900841ca,1,Why do girls wear provocative clothing and get offended when someone looks?
04a384bc70580ec0294b,3,What is the one thing about Indian men that makes no sense?
04a3ae62a2afdce69c4c,1,Doesn't the existence of Transgender people disprove the axiom that the two sexes are equal?
04a45a2c4ef0d1b3f5fb,1,Why will Charles not be at Harry and Meghan's wedding?
04a62f6a14c9b569451a,1,A young Japanese guy was smoking in the middle of a long line with a lot of people (outside a ramen restaurant). Is it common for Japanese people to be so inconsiderate of other people?
04a77e25aa92a5bfcf22,1,Why do many Muslims say that the Mughals were great emperors despite them killing many Hindus and destroying their temple? Is it good for humanity’s point of view?
04a78952f07ed39c1892,1,Is it pathetic and insensitive for Singaporeans to be unhappy about their government given the various incompetent governments out there?
04a7ae051d691cce097d,1,"Why are people so inconsiderate of others around them, and why especially more so when they are driving?"
04a8dadbb30089be0fd1,1,"Why do Republicans believe in a ""satanic pedophile ring run by Democrats and celebrities?"" I am so sick of this stupidity."
04a8dc189f694c708bbb,1,What percentage of Indian girls are gold diggers on an average?
04a94a50b92897b9d82e,5,She is nice and pretty but not very smart. How can I tell her without hurting her?
04a9a65f6e925cecc986,1,"Why most Europeans (Italian, French, Spanish, Greek) seems not be ambitious?"
04aa9b144851180bc981,1,Don't you think that there is race between Christian and Muslim to convert the people from other belief?
04ada30d994fcd856f90,4,What will happen if no Muslim is left in the world?
04aec31c10b3b21f6938,1,Are women made only for reproduction?
04b0440f9530d38ab437,4,What would an Orthodox Jew do if he woke up in the morning with 100 spiders all in his bed on Shabbat?
04b16b4d3341fd57e658,1,"If I convert to Islam, do I have to contribute to terrorism?"
04b1ca5e2cf7d43aa5f8,1,Why is the West so accepting of the Islam when it is intentionally trying to destroy them?
04b2572b3fd4e2f98192,3,"President Trump stated he'd read in a major newspaper that Canadians are smuggling goods back into Canada because of high tariffs. Was he not concerned that, being in a major newspaper, it may have been 'fake news'?"
04b2866ff0d6cb87a156,2,Can I hug another boy while were are both shirtless?
04b3deef91ecfc296873,4,Could 387 Muslim terrorists parachute from a 747 plane to evade immigration checks and to attack America?
04b4a0340410744d7867,1,"Now that Donald Trump is President, why doesn't he release photos of Osama bin Laden's dead body?"
04b54c1b7e1475d45906,1,Has India's Prime Minister Narendra Modi never touched any woman? How come no woman is willing to come forward and tell the truth of sexual harassment she has suffered at the hands of Narendra Modi?
04b64c6ee2b0d2ab2b31,1,Why are Uzbek women so open when compared with neighboring Iranian women?
04b65f82b0be2f30d756,1,Why are inner city London youth so angry and violent?
04b9448fe2ac8963a5a3,1,How do we know Stephen Hawking is a puppet?
04ba43e94c838547760c,1,Are Kashmiri Muslim Evil? Why they kill Hindus and support ISIS /Pak
04ba80fe7a8246e26983,1,Why didn't James Comey defend Trump like Eric Holder did for Obama?
04bbc84bd209fe0448b2,1,Were the people of Karnataka saved by SC from the Iron Fist lawless rule of the BJP like in UP?
04bc8a98d981056d1bdf,3,Is Rafael Nadal a capybara?
04bc956d78d219f3c0b6,3,Would you rather kill Trump or kill Pence?
04bd6e200f9267eab27b,1,Why teachers do favoritism on the basis of ethnicity?
04be0a69b96ec3ddb4d8,2,Do you believe gay people should have the right to get marry?
04be38e8d81f4ab60227,3,"Has Trump really affected your life negatively, or are you still suffering from partisan party loss grief, like every other election party loser?"
04c0908927d57f3bb3c7,3,"I understand that Donald Trump is not a very popular president, according to the media. However, shouldn’t our hope be that he does the best possible job while in office? Or is it easier to merely slander him?"
04c0ad06ce6bbbd1645a,1,Why are Indian Youth Wasting their time defending corrupt politicians of BJP on Quora?
04c23e9ea8914729aa1c,3,Is there anything at all of societal value to the LDS/Mormon leadership's claims of sacred or hidden knowledge?
04c401d8425daf82c47c,2,As adults is it wrong to want to suck my half brothers dick?
04c401dfca1c70117de0,1,W? Hy is donald trump so dumb
04c46f988d230fa234ac,1,Why is the U.K still a third world country like Africa and such like?
04c4993d96d2fe3a55b9,1,Could Muslim terrorists go to lawless Mexico and then walk across the border into America to cause havoc?
04c49a4438a882e8a790,4,"If the billionaires want to stop world hunger, then why don't they try to buy the poorest countries in Africa?"
04c4e928dd5e4f902c95,1,"Why are so many guys creepy, weird and dicks?"
04c5bffb2067506a9215,1,Are the liberals really that delusional or do they really think they are moving the consciences of humanity?
04c5e8d0f4a97fb8f057,5,I got edit-blocked for a week because of asking about a Quoran's age. In which universe is this fair?
04c5ebd3c61fc9b6cc3d,1,"Is it wrong if I move to America but would love to see the U.S. Goverment, CIA, Pentagon and The White House fall apart and all the military bases after what they have caused to the world?"
04c6bd4e489404a93a2e,1,Why hasn't the US government tried to assassinate Dr. Steven Greer?
04c6c53a8e156083d06a,1,Will Britain ever face its crimes against humanity by being involved in the transatlantic slave trade and practicing rapacious colonialism?
04c8df2de8c7b2ef9f82,1,Why do black people in particular feel the most aggrieved by slavery when every race on Earth has experienced the same thing?
04c8e7aaa6566820692c,3,How are these stone-pelters different to terrorists? Does Islam teach them to hurt innocent children?
04c955d3b1d8a82efa9a,1,"Whose IQ is higher, President Trump or President Obama?"
04c98152d1e5b8a7de7d,2,Why do I llke having sex with my uncle?
04c9c15d100de1513327,1,How did Obama get the name Barry Soetoro? Why did he stop using it?
04ca141b17b6c4918569,5,Why can't we make software development easy and accessible to even stupid people?
04cbf836be1be9cbb1ec,1,Is relationships all about worshipping women and what you can do for them?
04cc62af74770d40c881,1,"Why do churches accept convicts, but mosques don't?"
04cd1f41ac9d41ddbd30,1,Why did the Indian Muslims committed the greatest blunder of humanity by staying in India in 1947 partition?
04ceb0fb2d3ab7821374,2,Is it ok for a 12 year old (boy) to fuck a 10 year old (girl)?
04d115fbc599bce4121c,1,Why do policies and strategies of the democratic party mimic that of the Nazi Party?
04d125340c87d51346f0,1,Why should Trump officials and Trump supporters be allowed to live in peace? We should protest and hound their homes and families until they resign. Inhuman monsters who don't deserve rights.
04d13d9cd2508e7c97a3,1,Why does Hillary Clinton enjoy so much support from older white women despite her corruption and negligence?
04d1693ba37fb6053104,1,"Why do highly intelligent people, as a group, accept leadership by incompetent morons?"
04d179fc36e7a58448f0,1,"How can my youthful counterparts argue, claim, and say they are these dandy individuals when they be pill popping and underage drinking? I know this is America! But these are such blunt, illegal acts!"
04d1b9adfe8071da6e51,3,"Do Trump haters, by definition, realize that they are bigots?"
04d2693ef283cc144d58,3,"If you are white boarding an airplane and you happen to sit beside a black, would you call the police to remove the person from the plane?"
04d3a632402a838db99e,1,I am 19 and am dating a 12 year old girl. Is this abnormal or just right?
04d415a5af3f32e6db44,1,Why are some American citizens such pussies and scared that Russia and China will kill us all? Why aren't there any men like in the early 40s where they would vow to die before dishonor
04d58e5f6c67e4b4f305,3,When will Hillary Clinton finally pay for her crimes and go to jail?
04d6e65b46cb7d37e53a,2,Mothers do you have your son masturbated for the purpose of using his sperm and semen in food?
04d70b91310434cac41c,5,"Tech Mahindra is eliminating freshers, even before joining, what professionalism is this?"
04d82b848b9adac983e0,3,What are the ways to prevent black magic done on you by a Muslim person?
04d87253386867576e29,3,"Why does China send many tourists oversea to help other countries economy, but the US sends their army to bomb other countries, and ruin other countries in the world?"
04da0d93c19b55ce56b5,3,Why don't atheists admit they are religious?
